id_localidad;id_estacion;Dirección;Margen;Rótulo;tipoVenta;rem;horario;tipoServicio
1783;1783;CARRETERA SON SERVERA KM. 1,5;D;REPSOL;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-20:00 (P), 20:00-23:59 (D); S-D: 00:00-09:00 (D), 09:00-14:00 (P), 14:00-16:00 (D), 16:00-19:00 (P), 19:00-23:59 (D)"
1784;1784;CARRETERA DE DEIA,S/N KM. 71,110;D;SHELL;P;dm;L-V: 08:00-17:00;L-V: 08:00-17:00 (A)
1785;1785;CARRETERA PM-111 KM. 8,6;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1786;1786;CARRETERA C-715 KM. 42,5;D;CEPSA;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
1787;1787;CALLE HOSTAL DEL PI S/N, S/N;N;NIEVES;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1788;1788;PASAJE TREBALL DEL, 1;D;HAM;P;dm;L-D: 07:00-23:00;Sin datos
1789;1789;AVENIDA ENERGIA, 9;N;BALTRAN S.A;P;dm;"L-V: 07:00-22:00; S: 08:00-22:00; D: 10:00-22:00";"L-V: 07:00-15:00 (D), 15:00-22:00 (A); S: 08:00-10:00 (D), 10:00-22:00 (A); D: 10:00-22:00 (A)"
1790;1790;CALLE TREBALL, 1;N;HAM;P;dm;L-D: 24H;L-D: 24H (A)
1791;1791;CALLE SALVADOR SEGUI,1, ;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
1792;1792;AVENIDA ENERGIA, 10;D;TRANSPORTES SOLAZO;P;dm;L-D: 24H;L-D: 24H (A)
1793;1793;CARRER RIERA, 48;D;AUTONETOIL;P;dm;L-D: 24H;Sin datos
1794;1794;CARRETERA ALELLA KM. 1;N;BP ALELLA;R;dm;L-V: 08:30-18:30;L-V: 08:30-18:30 (A)
1795;1795;CALLE SECTOR MAS DORCA, 2;N;PETROLIS INDEPENDENTS - PETRO7;P;dm;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-22:00 (A), 22:00-23:59 (D); S: 00:00-08:00 (D), 08:00-22:00 (A), 22:00-23:59 (D); D: 00:00-08:00 (D), 08:00-15:00 (A), 15:00-16:00 (D), 16:00-22:00 (A), 22:00-23:59 (D)"
1796;1796;CR C-17, 26,65;D;PETROCAT;P;OM;L-D: 24H;L-D: 24H (A)
1797;1797;CARRETERA NACIONAL II JUNQUERA KM. 656;D;PETROMARESWAGEN;P;dm;L-D: 24H;L-D: 24H (A)
1798;1798;POLIGONO VALLDEGATA DRAPER UASU 2-1, ;D;P FUEL EXPRESS;P;OM;"L-J: 05:00-23:00; V: 05:00-23:59; S: 00:00-23:59; D: 00:00-23:00";"L-J: 05:00-23:00 (A); V: 05:00-23:59 (A); S: 24H (A); D: 00:00-23:00 (A)"
1799;1799;CR RA-2 KM  655,9;N;BP ARENYS DE MAR;P;dm;L-D: 24H;L-D: 24H (A)
1800;1800;CR B-511, 2,2;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1801;1801;CARRETERA B-502 KM. 4,34;D;PREMIRA;P;OM;L-D: 24H;L-D: 24H (A)
1802;1802;C/ ROCAFORT, 103 (B-4512 km 0,6);I;MEROIL;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (P)
1803;1803;CALLE ANTONI PONT  (B-431, PK 53), S/N;D;E.S.  AVINYÓ   -CEPSA-;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
1804;1804;CALLE INDUSTRIA, 371;N;EVOLUTION;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1805;1805;CL INDUSTRIA, 629;D;REPSOL;P;dm;"L-S: 06:00-22:00; D: 07:00-22:00";Sin datos
1806;1806;AVDA. ALFONS XIII, 24 (N-II km 636,5);I;FITOGAS;P;dm;L-D: 24H;L-D: 24H (D)
1807;1807;CARRETERA DE MATARO KM. 1;D;LOWCOSTFUEL;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
1808;1808;CALLE SAN BRUNO, 17;D;REPSOL;P;dm;"L-J: 06:00-22:00; V-S: 06:00-23:00; D: 07:00-22:00";"L-J: 06:00-22:00 (A); V-S: 06:00-23:00 (A); D: 07:00-22:00 (A)"
1809;1809;CARRETERA DE MATARO KM. 30;N;BP BADALONA;P;dm;L-D: 24H;L-D: 24H (A)
1810;1810;AVENIDA COMUNIDAD EUROPEA, S/N;N;CARREFOUR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1811;1811;POLIGONO INDUSTRIAL MONTIGALA, RAMBLA DE FRANCIA, 1;D;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
1812;1812;AVENIDA PRESIDENT COMPANYS, 280;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1813;1813;CALLE ESTIU, 18,20;N;BONAREA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1814;1814;AVINGUDA MARQUES DE MONTROIG, 125;N;TAMOIL;P;OM;L-D: 24H;L-D: 24H (A)
1815;1815;C/ RIERA MONTEALEGRE, 12 km CENTRO COMERCIAL M;N;SHELL;P;dm;L-D: 24H;L-D: 24H (A)
1816;1816;AVENIDA CONFLENT, S/N;D;ESCLATOIL;P;OM;L-D: 24H;L-D: 24H (D)
1817;1817;PLAZA CARITG, 1;N;BP BADANOR;P;OM;"L-S: 07:00-22:00; D: 09:00-14:00";"L-S: 06:00-22:00 (A); D: 09:00-14:00 (A)"
1818;1818;AVENIDA DINAMARCA ESQ. COMUNIDAD EUROPEA, S/N;N;BP MONTIGALA;P;dm;L: 24H;L: 00:00-08:00 (D), 08:00-22:00 (A), 22:00-23:59 (D)
1819;1819;RAMBLA SANT JOAN, 117;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1820;1820;CL AVENIDA ALFONSO XIII, 628;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1821;1821;AVENIDA TIBIDABO, S/N;N;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1822;1822;AVENIDA INDUSTRIA, ;D;PETROBAGES S.L.;P;OM;L-D: 24H;L-D: 24H (A)
1823;1823;CR DE RIPOLLET A SANTIGA KM  2,4;N; BP SANTIGA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1824;1824;CARRER GORCS LLADÓ, 96;D;BENZOIL;P;dm;L-D: 24H;L-D: 24H (A)
1825;1825;CL RONDA SANTA MARIA ,202-210 (ESQ.;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1826;1826;CARRER ARQUIMEDES, 19;D;PETROLOWCOST;P;dm;L-D: 24H;L-D: 24H (D)
1827;1827;CARRETERA N-150 KM. 8,6;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1828;1828;RONDA INDUSTRIA, 38;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
1829;1829;CALLE DOCTOR AIGUADER, 50;D;NATURGY;P;OM;L-D: 07:00-00:00;L-D: 07:00-23:59 (A)
1830;1830;CALLE PUJADES, 154;D;CAMPSA;P;dm;L-D: 24H;L-D: 24H (D)
1831;1831;AVENIDA DEL LITORAL, 49;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1832;1832;AVENIDA BOGATELL, 49;D;REPSOL;P;dm;L-D: 06:00-20:00;L-D: 06:00-20:00 (A)
1833;1833;CALLE TAULAT 15 ESQUINA CIUDAD DE GRANADA, ;N;Q8;P;OM;L-D: 24H;L-D: 24H (A)
1834;1834;CALLE BAC DE RODA, 130;D;B-OIL;P;OM;"L-V: 07:00-21:00; S: 08:00-14:00";"L-V: 07:00-21:00 (A); S: 08:00-14:00 (A)"
1835;1835;Almogavares, 66;N;GALP;P;dm;L-D: 24H;Sin datos
1836;1836;CALLE BAC DE RODA, 66;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
1837;1837;CALLE LOPE DE VEGA, 125/139;I;CEPSA;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1838;1838;CALLE PERU, 171;N;M AUTOMOCION;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1839;1839;CL ALMOGAVARES  159 - 161;N;BP ALMOGAVARES;P;dm;L-D: 24H;Sin datos
1840;1840;CALLE PERE IV, 79;N;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (A)
1841;1841;CALLE BALMES, 288;N;REPSOL;P;dm;"L-J: 06:00-22:00; V: 06:00-23:00; S-D: 10:00-14:30 y 15:30-21:00";"L-J: 06:00-22:00 (A); V: 06:00-23:00 (A); S-D: 10:00-14:30 (A), 15:30-21:00 (A)"
1842;1842;PASSEIG ZONA FRANCA, 82;D;REPSOL;P;dm;L-D: 24H;Sin datos
1843;1843;CL PASEO ZONA FRANCA, 35;D;REPSOL;P;dm;L-D: 24H;L-D: 00:00-05:59 (A), 05:59-23:59 (P)
1844;1844;PASSEIG ZONA FRANCA, 81;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1845;1845;CALLE BADAJOZ, 108;D;PETROPRIX;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1846;1846;CALLE PORT DE HAIFA, S/N;N;PETROMIRALLES;P;OM;L-V: 06:00-21:00;L-V: 06:00-21:00 (A)
1847;1847;AVINGUDA DEL PARALELO, 132;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
1848;1848;CALLE CASANOVA, 89;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1849;1849;CASANOVA 23;N;GRATSA;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1850;1850;CALLE CALLE Y PUERTO, S/N;D;HAM;P;dm;L-D: 24H;L-D: 24H (P)
1851;1851;CALLE A ZONA FRANCA, 3;N;SHELL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1852;1852;CARRER NUMERO TRES, 50;D;CONFORT AUTO;P;dm;L-D: 24H;L-D: 24H (A)
1853;1853;Pº de la Zona Franca, 221-239;N;GALP;P;OM;L-S: 05:00-23:00;L-S: 05:00-23:00 (A)
1854;1854;CALLE B, ZONA FRANCA, 13;I;MOLGAS;P;dm;L-D: 24H;L-D: 24H (A)
1855;1855;CALLE CALLE Y PUERTO AUTONOMO, S/N;N;GALP;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1856;1856;AVENIDA PARALELO, 179;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1857;1857;CALLE COMTE D'URGELL, 219;N;CEPSA;P;OM;L-V: 06:00-22:00;L-V: 06:00-22:00 (A)
1858;1858;RONDA GENERAL MITRE, 128;D;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1859;1859;CALLE ROGER DE FLOR, 58;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1860;1860;CALLE DIPUTACION, 371;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1861;1861;CALLE VALENCIA, 503;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1862;1862;CALLE ALI BEI, 80;N;ALSA;P;dm;L-D: 24H;L-D: 24H (A)
1863;1863;C/ Rambla Volart, 2 - Passeig Maragall;N;GALP;P;OM;L-D: 24H;L-D: 24H (A)
1864;1864;CALLE Z ZONA FRANCA, 27;D;PETROPRIX;R;dm;L-D: 24H;L-D: 24H (A)
1865;1865;CALLE LLETRA B DE LA ZONA FRANCA, 13;N;NIEVES ;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1866;1866;CALLE MAJOR, 26;N;TORTUGA;R;dm;L-D: 24H;L-D: 24H (D)
1867;1867;CARRER 29 DE LA ZONA FRANCA, 62;D;GM FUEL STATIONS;P;dm;L-D: 24H;L-D: 24H (A)
1868;1868;PASSATGE Moçambic, 2;N;PETROZAL;P;dm;L-D: 24H;L-D: 24H (A)
1869;1869;CALLE 6   SECTOR  C    ZONA FRANCA, S/N;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1870;1870;CALLE DIPUTACION, 9;D;CEPSA;P;dm;L-V: 06:00-20:00;Sin datos
1871;1871;MOIANES, 34;N;E.S.MOYANES;P;OM;L-D: 24H;L-D: 24H (A)
1872;1872;CALLE JOAN GÜELL, 207;D;BP DANI;P;OM;L-V: 08:00-11:30;L-V: 08:00-11:30 (A)
1873;1873;CALLE GALILEU, 210;D;MEROIL;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1874;1874;AVENIDA DIAGONAL, 687;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1875;1875;AVENIDA DOCTOR MARAÑON, S/N;D;RACC;P;OM;L-D: 24H;L-D: 24H (A)
1876;1876;AVENIDA SARRIA, 126;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1877;1877;CALLE IRADIER, S/N;N;SHELL;P;dm;L-D: 24H;L-D: 24H (A)
1878;1878;AVENIDA DE ESPLUGUES, 103;N;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
1879;1879;CALLE EDUARDO CONDE, 11;D;GARDENOIL;P;OM;L-D: 24H;L-D: 24H (A)
1880;1880;CARRETERA L'ARRABASSADA KM. 5;D;MEROIL;P;dm;L-D: 24H;L-D: 24H (A)
1881;1881;CALLE COLLSEROLA, 2;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1882;1882;CALLE CRAYWINKEL, 1;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1883;1883;PASEO Pº VALLE DE HEBRÓN, 72;N;GALP;P;OM;L-D: 24H;L-D: 24H (D)
1884;1884;AVENIDA VIRGEN DE MONTSERRAT, 87;D;REPSOL;P;OM;"L-V: 07:00-22:00; S: 08:30-13:30";Sin datos
1885;1885;CALLE LEGALITAT, 59;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1886;1886;AVENIDA CLOT, 181;I;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1887;1887;AVENIDA MERIDIANA, 267;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1888;1888;CALLE TAJO, 28;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1889;1889;PLAZA EIVISSA, 12;N;GARATGE HORTA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1890;1890;AVENIDA MERIDIANA, 666;N;MEROIL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1891;1891;PASEO MARAGALL, 33;N;GRATSA;P;dm;L-D: 6:00-22:30;L-D: 6:00-22:30 (A)
1892;1892;PASEO VALLDAURA, 106;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1893;1893;PASEO VALLDAURA, 210;D;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1894;1894;CL VIA FAVENCIA  75 - 121;N;BP VIA FAVENCIA;P;OM;L-D: 24H;L-D: 24H (A)
1895;1895;VÍA JULIA, 207;D;ESTACION DE SERVICIO FAVENCIA JULIA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1896;1896;PASEO DOCTOR PI Y MOLIST, 110;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1897;1897;AVENIDA RIO DE JANEIRO, 59;D;REPSOL;P;dm;L-D: 06:00-22:30;L-D: 06:00-22:30 (A)
1898;1898;CALLE SANTANDER, 50;D;PREMIUM ENERGY LA SAGRERA;P;OM;L-D: 24H;Sin datos
1899;1899;CALLE SANTANDER, 102;D;REPSOL;P;OM;L-S: 06:00-22:00;L-S: 06:00-22:00 (A)
1900;1900;CALLE SANT ADRIA, 81;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1901;1901;PASEO SANTA COLOMA, 71;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1902;1902;PASEO GUAYAQUIL, 25;D;REPSOL;P;dm;"L-S: 06:00-22:00; D: 07:00-15:00";"L-S: 06:00-22:00 (A); D: 07:00-15:00 (A)"
1903;1903;CALLE GRAN DE SANT ANDREU, 513;D;REPSOL;P;OM;L-D: 07:00-00:00;L-D: 07:00-23:59 (A)
1904;1904;CALLE CIUDAD DE ASUNCIÓN, 69;D;PETROCAT DIRECTE;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1905;1905;CALLE CIUDAD DE ASUNCIÓN, 12;D;BALLENOIL;P;OM;L-D: 07:00-21:00;Sin datos
1906;1906;CALLE TUCUMAN, 2;N;TAMOIL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1907;1907;CALLE FRA JUNIPER SERRA, 59-75;I;NATURGY;P;dm;L-D: 24H;L-D: 24H (D)
1908;1908;CL F.JUNIP.SERRA ESQU.SANTANDER, 91;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (D)
1909;1909;CALLE PUJADES, 309;N;TAMOIL;P;dm;L-D: 24H;L-D: 24H (A)
1910;1910;CALLE PEDRO IV, 440;N;BP PEDRO IV;P;OM;L-V: 07:30-13:30 y 16:30-19:00;L-V: 07:30-13:30 (A), 16:30-19:00 (A)
1911;1911;CARRETERA BV-2041 KM. 8,3;N;BP BEGUES;P;OM;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-18:00 (A), 18:00-23:59 (D); S-D: 24H (D)"
1912;1912;CARRETERA CTRA SAN FRUITOS KM. 65;N;CARREFOUR;P;dm;L-D: 06:00-13:59 y 14:00-23:00;L-D: 06:00-13:59 (A), 14:00-23:00 (A)
1913;1913;PASSEIG DE LA PAU, S/N;N;BP OIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1914;1914;CARRETERA C-149 KM. 43,5;I;PETRONOR;P;dm;L-D: 24H;L-D: 24H (A)
1915;1915;AVINGUDA CANAL INDUSTRIAL, S/N;D;REPSOL;P;dm;"L-J: 06:00-01:00; V-S: 24H; D: 06:00-01:00";"L-J: 06:00-01:00 (A); V-S: 24H (A); D: 06:00-01:00 (A)"
1916;1916;CALLE BERNAT SALA (POLIGONO INDUSTRIAL), 62;D;BALLUS BAIX COST;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
1917;1917;CARRETERA SANT LLORENÇ A LLINARS KM. 25;D;ESTACIO SERVEI BIGUES I RIELLS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1918;1918;CARRETERA A-2 KM. 567;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (D)
1919;1919;AUTOVIA A-2 KM. 567;I;REPSOL;P;dm;L-D: 05:30-23:30;L-D: 05:30-23:30 (A)
1920;1920;AUTOVIA A-2 KM. 573;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
1921;1921;CARRETERA NACIONAL II KM. 644;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
1922;1922;B-502 km 1;I;REPSOL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1923;1923;RIERA ARGENTONA, 1;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1924;1924;CARRETERA N-2 KM. 643;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1925;1925;CARRETERA NACIONAL II KM. 70;N;ESCLATOIL;P;OM;L-D: 24H;L-D: 24H (A)
1926;1926;CARRETERA VILASAR DE MAR KM. 3,343;D;SHELL;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
1927;1927;AVENIDA CARLES TOLRA, 2;D;SORLIGO;P;dm;L-D: 24H;L-D: 24H (A)
1928;1928;POLIG. IND. LES GARRIGUES, 24, C. BON AREA;N;BONAREA;P;dm;L-D: 05:30-23:30;L-D: 05:30-23:30 (A)
1929;1929;CARRETERA MANRESA A ST. GUIM, KM. 32,400;N;(SIN RÓTULO);P;dm;L: 24H;L: 24H (D)
1930;1930;CARRETERA N-143 TRAMO C (MANRESA A VIC) KM. 18,42;I;ES CALDERS;P;dm;L-D: 24H;L-D: 24H (A)
1931;1931;CARRETERA 1415 KM. 1925;D;GASUIR;P;dm;"L-V: 07:00-21:30; S: 08:00-14:00 y 17:00-21:30; D: 09:00-14:00";"L-V: 07:00-21:30 (P); S: 08:00-14:00 (P), 17:00-21:30 (P); D: 09:00-14:00 (P)"
1932;1932;AVENIDA PI I MARGALL, 171;I;U.S. CALDES - GAS-OILS ROVIRA-;P;dm;L-D: 24H;L-D: 24H (D)
1933;1933;CALLE PI Y MARGALL, 118;D;REPSOL;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
1934;1934;CARRETERA C-59 KM. 16,59;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1935;1935;CR N-2, 667;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1936;1936;CR N-141D, 3,3;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1937;1937;CR N-2, 660,7;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1938;1938;CALLE FRAGATA PAULITA, 1;N;TAMOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1939;1939;CALLE RIERA D'EN MISSER, 2;D;STAR PETROLEUM;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1940;1940;AVENIDA CANOVELLES, 112;N;ESTACION SERVICIO CANOVELLES;P;OM;L-D: 24H;L-D: 24H (D)
1941;1941;CALLE JUAN DE LA CIERVA, 2;N;PETRO VALLES;P;dm;L: 07:00-22:00;L: 07:00-22:00 (A)
1942;1942;CALLE INDUSTRIA, 104;D;REPSOL;P;dm;"L-V: 05:30-21:00; S: 07:00-21:00; D: 08:00-15:00";"L-V: 05:30-21:00 (A); S: 07:00-21:00 (A); D: 08:00-15:00 (A)"
1943;1943;CARRETERA C-31 KM. 6,101;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1944;1944;CARRETERA VILAFRANCA KM. 45;I;SPAROIL;P;OM;L-S: 06:00-22:00;L-S: 06:00-22:00 (A)
1945;1945;CALLE PINS ROSES, 2;D;BP CARDEDEU;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1946;1946;CARRETERA C-251 KM. 5,5;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1947;1947;CARRETERA C-251 KM. 5,5;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1948;1948;CARRETERA GRANOLLERS-SANT CELONI, CANT FREDERIC MISTRAL KM. S/N;N;CARREFOUR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1949;1949;CTRA. DE CARDONA A BERGA (B420 km 1.700);D;AVANTI;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1950;1950;CARRETERA C-1410A KM. 29;D;VILALTA;P;dm;L-D: 24H;L-D: 24H (A)
1951;1951;CARRETERA CARDONA A SOLSONA KM. 64,5;N;GRUSVIP;P;dm;L-D: 24H;Sin datos
1952;1952;CALLE PRIORAT, 30;D;PETROPRIX;P;dm;L: 07:00-22:00;L: 07:00-22:00 (P)
1953;1953;CARRETERA DE SABADELLA A CASTELLAR DEL VALLES KM. 6,400;D;BP;R;dm;L-D: 24H;L-D: 24H (A)
1954;1954;CARRETERA SABADELL A PRAT LLUÇANES KM. 7;D;BP TRUYOLS;P;dm;L-D: 24H;L-D: 24H (A)
1955;1955;CALLE TERRA ALTA, 47;N;PETROEIGHT;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
1956;1956;CARRETERA B-124 KM. 5,4;I;REPSOL;P;dm;L-D: 06:00-23:59;"L-V: 06:00-23:59 (P); S-D: 06:00-23:59 (A)"
1957;1957;CARRER DE LA SEGARRA, 4;I;NUROIL;P;dm;L-D: 24H;L-D: 24H (A)
1958;1958;CARRETERA B-124 KM. 5,3;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1959;1959;CL OSONA, 1-3;N;SHELL;P;dm;L: 24H;L: 24H (A)
1960;1960;CARRETERA C-55 KM. 17,1;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1961;1961;CARRETERA CR CM-1411 ABRERA-BELLVER KM. 17,1;I;REPSOL;P;OM;"L-V: 09:00-13:00 y 15:00-18:00; S: 09:00-13:00";"L-V: 09:00-13:00 (A), 15:00-18:00 (A); S: 09:00-13:00 (A)"
1962;1962;AUTOPISTA AP-7 KM 165,5 KM. 165,5;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1963;1963;C/ MAGNETISME, 1 (B-150);N;BENZINERA CASTELLBISBAL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1964;1964;AVENIDA CAN CAMPANYA, 1;D;ESCLATOIL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
1965;1965;CARRETERA C-243C KM. 5;D;CEPSA;P;dm;L-D: 24H;L-D: 00:00-05:59 (A), 05:59-22:00 (P), 22:00-23:59 (A)
1966;1966;TRAVESSIA CA N'ESTAPÉ, 5;I;PARKING SERVICE CASTELLBISBAL, SA;P;dm;L-D: 24H;L-D: 24H (A)
1967;1967;AUTOPISTA AP-7 KM. 165,5;I;CEPSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
1968;1968;CALLE FERRO, 13;D;CONFORT AUTO;P;dm;L-V: 06:00-21:00;L-V: 06:00-21:00 (A)
1969;1969;CALLE FERRALLA, 38;D;FERCAM;P;OM;L-D: 24H;L-D: 24H (A)
1970;1970;AVENIDA CONSTITUCIO, 83;D;BALLENOIL;P;dm;"L-V: 05:30-21:30; S: 08:00-15:00";"L-V: 05:30-21:30 (A); S: 08:00-15:00 (A)"
1971;1971;CALLE GRANADA, 20/24;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1972;1972;AVENIDA CONSTITUCIO, 99;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
1973;1973;AVENIDA 303, 1;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1974;1974;AVENIDA CONSTITUCIO, 364;N;BP GASFELS;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1975;1975;AVENIDA CANAL OLIMPIC DEL, 21;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1976;1976;AVINGUDA CONSTITUCION, 11;D;PREMIUM ENERGY CASTELLDEFELS;P;dm;L-D: 06:00-22:00;L-D: 07:00-20:00 (A)
1977;1977;CALLE RAL DE VALENCIA, 21;N;CARREFOUR;P;OM;"L-V: 05:00-22:00; S-D: 06:00-22:00";"L-V: 05:00-22:00 (A); S-D: 06:00-22:00 (A)"
1978;1978;CARRETERA NACIONAL 340 KM. 1196,525;I;GM FUEL STATIONS;P;dm;L-D: 24H;L-D: 24H (A)
1979;1979;CALLE MONTSERRAT ROIG, 18;N;BONAREA;P;dm;L-D: 24H;L-D: 24H (A)
1980;1980;C-59 km 32;D;PORBOL;P;dm;"L-V: 06:00-23:00; S-D: 07:00-23:00";L-V: 06:00-23:00 (A)
