id_localidad;id_estacion;Dirección;Margen;Rótulo;tipoVenta;rem;horario;tipoServicio
1981;1981;AVENIDA ILDEFONS CERDA, 121;N;PETROLIS INDEPENDENTS;P;dm;L-D: 00:00-23:59;L-D: 24H (D)
1982;1982;CARRETERA COMARCAL C-16 KM. 105,5;D;PETROMIRALLES;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1983;1983;CARRETERA COMARCAL C-16 KM. 105;I;PETROMIRALLES;P;dm;L-D: 24H;L-D: 24H (A)
1984;1984;CALLE SAN RAMON, 259;D;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A)
1985;1985;AVENIDA CAN FATJÓ DELS AURONS, SN;N;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
1986;1986;CALLE SANTA ROSA, 49;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1987;1987;RONDA CERDANYOLA, S/N;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
1988;1988;CALLE CAN JERONI MARTI/CTRA SABADELL, 197,5;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1989;1989;CALLE SANTA ANNA, 133;N;NUROIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1990;1990;CALLE BOSC TANCAT, S/N;N;NUROIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
1991;1991;AUTOPISTA AP-7 (MRG.DCHO.) KM. 151;D;BP AP7 BELLATERRA (MD);P;dm;L-D: 24H;L-D: 24H (A)
1992;1992;AUTOPISTA AP-7 (MRG.IZDO.) KM. 151;I;BP AP7 BELLATERRA (MI);P;dm;L-D: 24H;L-D: 24H (A)
1993;1993;CALLE SANTA ANA, 115;D;BALLENOIL;P;OM;L-D: 24H;L-D: 24H (A)
1994;1994;CARRETERA N-340 KM. 1242;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
1995;1995;AVINGUDA CENTENARI AMADEU VIVES, 2;N;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (D)
1996;1996;CARRETERA NACIONAL II KM. 575;D;NIEVES;P;OM;L-V: 05:00-23:00;L-V: 05:00-23:00 (A)
1997;1997;POLIGONO CAMI DEL MIG, 23;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
1998;1998;CARRETERA ESPLUGUES KM. 219;D;REPSOL;P;dm;L-D: 24H;"L-V: 00:00-10:00 (D), 10:00-14:00 (A), 14:00-23:59 (D); S-D: 24H (D)"
1999;1999;CALLE TIRSO DE MOLINA, 9;N;PETROPASS;P;OM;"L-V: 06:00-21:00; S: 08:00-14:00";"L-V: 06:00-21:00 (A); S: 08:00-14:00 (A)"
2000;2000;CALLE PROGRESO, 4;D;HAM;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2001;2001;CARRETERA HOSPITALET KM. 33;N;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
2002;2002;AVENIDA FERROCARRILES CATALANES, 240;N;PETROPASS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2003;2003;CARRETERA A SANT JOAN DESPI BV-2001 KM. 0,19;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
2004;2004;CARRER CARRETERA DE HOSPITALET, 328;D;QOIL;P;dm;L-D: 24H;L-D: 24H (A)
2005;2005;CALLE PROGRESO ESQUINA ALBERT EISTEIN, SN;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2006;2006;AVENIDA DE LA FAMA, 2;N;MEROIL;P;dm;L-D: 24H;L-D: 00:00-07:00 (D), 07:00-23:59 (A)
2007;2007;CALLE ENERGIA, 73/83;I;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2008;2008;CARRETERA COMARCAL KM. 246;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
2009;2009;Avda. Cubelles;N;GALP;P;dm;"L-V: 06:00-22:00; S: 08:00-15:00";"L-V: 06:00-22:00 (A); S: 08:00-15:00 (A)"
2010;2010;CARRETERA C-31 KM. 147,500;D;BP CUBELLES;P;dm;L-D: 24H;L-D: 24H (A)
2011;2011;AUTOPISTA AUTOPISTA C-32 (PAU CASAL) KM. 16,75;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2012;2012;AUTOPISTA AUTOPISTA PAU CASALS KM. 15,75;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
2013;2013;CARRETERA C-31 KM. 148,50;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
2014;2014;CARRETERA B510 KM. 3,1;D;PETROLOGIC OIL;P;OM;L-D: 24H;L-D: 24H (A)
2015;2015;POLIGONO LES TRES RIERES, 1;N;NIEVES;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2016;2016;CR A-2, 581,5;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2017;2017;CALLE FARGA, 17;D;ANEU OIL;P;dm;L-D: 24H;"L-V: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D); S: 00:00-07:00 (D), 07:00-19:00 (A), 19:00-23:59 (D); D: 00:00-09:00 (D), 09:00-19:00 (A), 19:00-23:59 (D)"
2018;2018;CALLE TRES RIERES, S/N. NAVE 9, 9;D;NIEVES;P;OM;L-D: 24H;L-D: 24H (A)
2019;2019;AVENIDA FRANCISCO MARIMON, 121;N;BP PARADA LA CREU;P;dm;L-D: 24H;L-D: 24H (A)
2020;2020;AVINGUDA PAÏSOS CATALANS, 2;N;GALP;P;dm;L-D: 24H;L-D: 24H (D)
2021;2021;PLAZA LA SARDANA, 3;N;MEROIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2022;2022;CALLE VIC, 12/14;D;OIL PRIX;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2023;2023;CAMINO CAN BOIXERES, SN;N;ES PARKING DEL BAIX LLOBREGAT;P;dm;L-D: 24H;L-D: 24H (A)
2024;2024;CARRETERA BV-5122 KM. 5,1;I;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
2025;2025;POLIGONO INDUSTRIAL PLÁ DE LLERONA C/ ITALIA, 12;D;XPO TRANSPORT SOLUTIONS SPAIN SL;P;dm;L-D: 24H;L-D: 24H (D)
2026;2026;CR N-152, 33;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2027;2027;CARRETERA C-35 KM. 2,8;D;GALP ;R;dm;L-D: 24H;L-D: 24H (D)
2028;2028;CALLE ANTIC DE VIC, S;N;TOTAL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2029;2029;CALLE FRANÇA, 42;D;BONOIL;P;OM;"L-V: 05:00-22:00; S-D: 06:00-22:00";"L-V: 05:00-22:00 (A); S-D: 06:00-22:00 (A)"
2030;2030;CALLE VALLES, 1;N;GASUIR;P;dm;L: 06:00-23:00;L: 06:00-23:00 (A)
2031;2031;CALLE VULCA, 11;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2032;2032;CALLE DELS SATÈL.LITS, 33;D;SHELL;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
2033;2033;CARRETERA C -17 KM. 3027;I;GASUIR;P;dm;L-D: 05:30-23:30;L-D: 05:30-23:30 (A)
2034;2034;CL CRTA. NUEVA, 37 (N-152 km 37,3);D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2035;2035;CARRER RIPOLLES, 4;D;GASOIL 3B;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
2036;2036;CARRETERA C-17 KM. 32,2;N;BENZINERA LA GARRIGA;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
2037;2037;CARRER ENGINY, 30;D;Q8;P;dm;L-D: 24H;L-D: 24H (A)
2038;2038;AVENIDA BERTRAN I GÜELL, 17,19;D;BONAREA;P;OM;L-D: 24H;L-D: 24H (D)
2039;2039;CALLE TARRAGONA, 29;D;REPSOL;P;dm;L-D: 24H;Sin datos
2040;2040;AVENIDA JOAN CARLES I ESQ C/ ARGILA, 0;N;BP LA BOBILA;P;dm;L-D: 24H;L-D: 24H (A)
2041;2041;CARRETERA SANTA CREU DE CALAFELL KM. 5;I;CEPSA;P;OM;L-S: 05:30-21:30;L-S: 05:30-20:15 (A)
2042;2042;CARRETERA AUTOVIA CASTELLDEFELS KM. 16,600;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2043;2043;CARRETERA AUTOVIA DE CASTELLDEFELS KM. 16,600;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2044;2044;CARRETERA C-32 KM. 49,61;D;PETROCAT;P;OM;L-D: 24H;L-D: 24H (A)
2045;2045;CR C-32, 49,61;I;PETROCAT;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2046;2046;AVINGUDA BERTRAN I GÜELL, 46;I;CAMPSA EXPRESS;P;OM;L-D: 06:00-22:00;Sin datos
2047;2047;CALLE ANSELM CLAVE, 5176901;D;E.S.GELIDA;P;OM;L-D: 00:00-23:59;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
2048;2048;CAMI CAN VALLS, S/N;D;CACENCA;P;OM;L-D: 24H;L-D: 24H (D)
2049;2049;BARRIADA BASSACS, S/N;I;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P)
2050;2050;CARRETERA C-243 KM. 7,5;D;REPSOL;P;dm;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)"
2051;2051;CARRETERA VILAFRANCA A SANT SADURNI D'ANOIA KM. 7,5;I;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 08:00-18:00 (A)
2052;2052;AVENIDA PRAT DE LA RIBA, 100;D;MEROIL;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
2053;2053;AVENIDA ENRIC PRAT DE LA RIBA, 10;I;OILPRIX;P;dm;L-D: 24H;L-D: 24H (A)
2054;2054;CALLE LLUIS COMPANYS, 60;D;AUTONET&OIL;P;dm;L-D: 24H;L-D: 24H (A)
2055;2055;CARRETERA CRTA.COMARCAL 251 KM 1'2 KM. ;N;Q8;P;dm;L-D: 24H;L-D: 24H (A)
2056;2056;Cami Ral, 74 (C.C.CHAMPION);N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
2057;2057;CL.JOANOT MARTORELL;N;SHELL;P;dm;L-D: 24H;Sin datos
2058;2058;CARRETERA MASNOU KM. 14,8;D;GALP ;P;dm;L-S: 08:30-21:30;L-S: 08:30-21:30 (A)
2059;2059;CALLE MATARO, 40;D;A.O. LOW COST;P;OM;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-20:00 (A), 20:00-23:59 (D); S: 00:00-10:00 (D), 10:00-19:00 (A), 19:00-23:59 (D); D: 24H (D)"
2060;2060;CALLE JORDI CAMP (ESQ. C/SABADELL), 2;N;BENZINERA GRANOLLERS ;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2061;2061;CALLE TURO D'EN BRUGUET, 2;N;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
2062;2062;CARRETERA MONTMELO KM. 70;D;SORLIGO ;P;OM;L-D: 24H;L-D: 24H (D)
2063;2063;CARRETERA B-5002 KM. 15;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2064;2064;CAMI CEMENTIRI, 1;D;BENZOIL;P;dm;L-D: 24H;L-D: 06:00-22:00 (A)
2065;2065;PASEO CONCA DEL BESOS, 26;N;1PRIMER;P;OM;L-D: 24H;L-D: 24H (A)
2066;2066;CALLE RIERA DE GUALBA, 1;N;BP GUALBA;P;dm;L-D: 24H;L-D: 24H (A)
2067;2067;CARRETERA C-16 KM. 113,5;I;ESTACIÓ SERRA CADI, S.L.;P;dm;L-D: 24H;L-D: 24H (A)
2068;2068;CARRETERA C-25 (MRG.DCHO.) KM. 174,6;D;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2069;2069;CARRETERA C-25 (MRG.IZDO.) KM. 174,6;I;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2070;2070;AVENIDA FABREGADA, 55;N;TAMOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2071;2071;AVENIDA AVDA. JOSEP TARRADELLAS 76, ;N;Q8;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2072;2072;CALLE BOTANICA, 21/23;N;BP;P;OM;L-D: 24H;"L-V: 00:00-06:00 (D), 06:00-14:00 (A), 14:00-23:59 (D); S-D: 24H (D)"
2073;2073;PLAZA MAESTRO CLAVE, 10;D;REPSOL;P;dm;L-D: 24H;Sin datos
2074;2074;AUTOVIA CASTELLDEFELS KM. 4,500;D;CEPSA;P;dm;"L-V: 06:00-21:00; S: 08:00-13:00";"L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)"
2075;2075;TRAVESIA INDUSTRIAL, 147;N;MEROIL;P;dm;"L-V: 07:00-20:00; S-D: 08:00-14:00";Sin datos
2076;2076;CALLE FEMADES/ESQUINA TRAVESSIA INDUSTRIAL, 19,25;D;EVOLUTION;P;dm;L-V: 06:00-18:00;L-D: 06:00-23:59 (A)
2077;2077;RAMBLA MARINA, 428;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2078;2078;CALLE COBALT, 1;D;NEVADA ENERGIA;P;dm;L-D: 24H;L-D: 24H (A)
2079;2079;CALLE CR. DEL MIG, 146;D;BONAREA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2080;2080;CARRETERA DEL MIG KM. 36;D;PLENOIL;P;dm;L: 24H;L: 24H (D)
2081;2081;CALLE MIQUEL PEIRÓ VICTORI, CANTONADA AMETLLERS, S/N;D;ESTACIO SERVEI CAN BUXERES;P;dm;L-D: 24H;L-D: 24H (A)
2082;2082;CARRETERA COLLBLANC KM. 137,141;D;PETROLIS COLLBLANC;P;dm;L-D: 24H;L-D: 24H (D)
2083;2083;Collblanc, 14-16;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
2084;2084;CALLE FORTUNA, 34;D;REPSOL FORTUNA;P;dm;L-D: 24H;L-D: 24H (A)
2085;2085;CALLE JUAN RAMON JIMENEZ, 20;N;TAMOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2086;2086;CALLE GRAN VIA, 12;N;PETROCAT DIRECTE;P;dm;"L-V: 06:00-21:00; S: 08:00-13:00";"L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)"
2087;2087;CALLE SANTA EULALIA, 27;D;REPSOL;P;OM;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-19:00 (P), 19:00-23:59 (D); S-D: 24H (D)"
2088;2088;CALLE CIENCIES, SN;D;REPSOL;P;OM;L-D: 00:00-23:59;Sin datos
2089;2089;CALLE BOTANICA, 74;D;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2090;2090;CALLE PABLO IGLESIAS, 65;D;PORTUARIOS SERVICIOS;P;OM;L-D: 24H;L-D: 24H (A)
2091;2091;CALLE BOTANICA, 114;D;NATURGY;P;dm;L-V: 06:30-15:00;L-S: 06:30-22:00 (A)
2092;2092;AVINGUDA JOAN CARLES I, 16;D;ECOBENZ;P;dm;L-D: 24H;L-D: 24H (A)
2093;2093;CALLE MONTSERRAT ROIG Nº 25-29, 25,29;D;GM OIL HOSPITALET DE LLOBREGAT;P;dm;L-D: 24H;L-D: 24H (A)
2094;2094;CALLE RENCLUSA, 36;N;AUTONETOIL;P;dm;L-D: 24H;L-D: 24H (A)
2095;2095;AUTOVIA CASTELLDEFELS KM. 2,7;I;GALP;P;dm;L: 24H;L: 24H (D)
2096;2096;AUTOVIA CASTELLDEFELS KM. 2,7;D;GALP;P;dm;L-D: 24H;L-D: 24H (A)
2097;2097;CALLE MIGUEL HERNANDEZ, 116;D;BALLENOIL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
2098;2098;CALLE CALLE COBALT, 190;D;PETRO G24;P;OM;L-D: 24H;L-D: 24H (D)
2099;2099;AVENIDA AVINGUDA MESTRE MUNTANER CANTONADA CARRER LLEIDA, S/N;D;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (D)
2100;2100;AVINGUDA MESTRE MUNTANER, ;D;MEROIL, S.L.;P;dm;L-D: 24H;"L-V: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); S-D: 24H (D)"
2101;2101;AVENIDA MESTRE MUNTAMER, 56;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2102;2102;AVENIDA EUROPA, 26;D;REPSOL;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
2103;2103;CALLE ALEMANYA, 30;N;MEROIL (FER PREU JUST);P;dm;L-D: 24H;L-D: 24H (A)
2104;2104;CALLE GUIMARAES, S/N;N;PETROMIRALLES;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
2105;2105;CALLE EL REC CANTONADA JOAN MERCADER, S/N;N;PETROMIRALLES;P;dm;L-D: 24H;L-D: 24H (A)
2106;2106;AVINGUDA MONTSERRAT, 2;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2107;2107;AVINGUDA ANGEL GUIMERA, 15;D;PETRONOR;P;dm;L-D: 24H;L-D: 24H (A)
2108;2108;AVENIDA PAISES CATALANES, S/N;N;CARREFOUR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2109;2109;CALLE ALEMANYA, 3;D;FER PREU JUST;P;OM;L-D: 08:00-22:00;L-D: 08:00-22:00 (A)
2110;2110;AVENIDA EUROPA, 26;D;HAM IGUALADA;P;dm;L-D: 24H;L-D: 24H (A)
2111;2111;CALLE PRAT DE LA RIBA, S/N;I;BY ENERGY;P;dm;L-D: 24H;L-D: 24H (A)
2112;2112;CALLE PORTUGAL, 4;D;MESTRANS;P;dm;L-D: 24H;L-D: 24H (A)
2113;2113;AUTOVIA A-2 KM 543    MARGEN DERECHO KM. ;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (D)
2114;2114;AUTOVIA A-2 KM. 543;I;REPSOL;P;dm;L-V: 08:00-20:00;Sin datos
2115;2115;AUTOVIA AUTOVIA A-2 KM. 545;I;BONAREA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2116;2116;CARRER CA MONTSENY CANTONADA RIERA SECA, S/N;D;NUROIL;P;dm;L-D: 24H;L-D: 24H (A)
2117;2117;AVENIDA PAÏSOS CATALANS, 17;D;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A)
2118;2118;AUTOVIA C-17 KM 20,5 KM. 20,5;I;CEPSA;P;dm;L: 24H;L: 24H (A)
2119;2119;CARRETERA BV 1432 KM. 2300;D;GASUIR;P;dm;L-D: 24H;L-D: 24H (A)
2120;2120;BV-1432 km 2,3;I;GASUIR;P;dm;L-S: 06:00-21:00;L-S: 06:00-21:00 (A)
2121;2121;CARRETERA BV1435 KM. 8,7;D;GASUIR;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
2122;2122;CARRETERA AVDA. DEL VALLES KM. 10;I;REPSOL;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
2123;2123;AVINGUDA PUIGCERDÀ, 8;D;EASYGAS;P;dm;L-D: 24H;L-D: 24H (D)
2124;2124;CARRER LLEIDA CANTONADA C/ CAN GURRI, S/N;N;SERTRANS;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2125;2125;AVENIDA DEL VALLES, 8;D;VILACARBURANTS;P;dm;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)
2126;2126;CALLE CAN NADAL, 4;D;REPSOL;R;dm;L-D: 24H;L-D: 24H (A)
2127;2127;AVINGUDA MAS BAGA, 1;N;ESTACIO SERVEI LLINARS;P;dm;L-D: 24H;L-D: 24H (A)
2128;2128;AUTOPISTA AP 7 KM. 117;I;GALP;P;dm;L-D: 24H;L-D: 24H (A)
2129;2129;AUTOPISTA AP-7 KM. 117;D;GALP;P;dm;L-D: 24H;L-D: 24H (A)
2130;2130;AVINGUDA FRANCESC SANLLEHI I BOSCH, 11;N;BALLENOIL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
2131;2131;CARRETERA N-II KM. 674,2;D;CEPSA;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
2132;2132;CARRETERA N-II KM. 674,2;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
2133;2133;AVENIDA COSTA BRAVA, 163;D;CEPSA;P;OM;L-V: 06:00-22:00;L-V: 06:00-22:00 (A)
2134;2134;CAMI DEL PLA, S/N, ;D;COOPERATIVA MALGRAT;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2135;2135;HIPER ESCLAT. CTRA. C-17 km 55;N;ESCLATOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2136;2136;CALLE FRANCESC PUGET MONTFORT, 2;N;FEIXAS AULET;R;dm;"L-V: 09:00-13:00 y 15:00-19:00; S: 09:00-13:00";"L-V: 09:00-13:00 (A), 15:00-19:00 (A); S: 09:00-13:00 (A)"
2137;2137;CARRETERA MANLLEU TORELLO KM. 1;D;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A)
2138;2138;CALLE DOCTOR FERRAN, 26;D;PETROMIRALLES;P;dm;L-D: 24H;L-D: 24H (A)
2139;2139;CARRER DOLORS, 19;N;U.S. MANRESA -GAS-OILS ROVIRA-;P;dm;L-D: 24H;L-D: 24H (A)
2140;2140;CALLE EDISON, 2;D;BP BUFALVENT;P;dm;L-D: 24H;L-D: 24H (A)
2141;2141;CALLE CR. CARDONA, 80/82;N;BP OIL;P;dm;L-D: 24H;L-D: 24H (A)
2142;2142;CALLE CARRETERA DE VIC, 225;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
2143;2143;CALLE CARRETERA DE VIC, 230;D;REPSOL;P;dm;L: 06:00-23:00;L: 06:00-23:00 (A)
2144;2144;CALLE CTRA DE VIC, 163;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2145;2145;CALLE MURALLA SANT FRANCESC, 54;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2146;2146;CARRETERA C-55 KM. 24,9;D;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2147;2147;CARRETERA C-55 KM. 24,9;I;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
2148;2148;CARRETERA C-37 KM. 95,39;D;PETROCAT;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2149;2149;CALLE DE SALLENT, 91;D;GM OIL ;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2150;2150;POLIGONO ELS DOLORS CL.SALLENT, 50;N;BONAREA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2151;2151;CALLE AGUSTI COLL, 18;D;AVIA;P;dm;L-D: 24H;L-D: 24H (D)
2152;2152;AVENIDA PIRELLI, 29;N;PETROSET;P;dm;L-D: 24H;L-D: 24H (A)
2153;2153;CARRETERA VIC, CANTONADA C/CASTELLGALÍ KM. 0;D;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A)
2154;2154;CARRETERA NACIONAL II KM. 588;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
2155;2155;AVINGUDA COMPTE DEL LLOBREGAT, 35;D;PETROLOWCOST SL;P;dm;L-D: 24H;L-D: 24H (A)
2156;2156;AVENIDA COMTE DE LLOBREGAT, 4;D;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
2157;2157;CL PAU CLARIS, 13;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2158;2158;CR N-2, 591,3;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
2159;2159;AVENIDA COMTE LLOBREGAT, 107;D;NIEVES;P;OM;L-D: 24H;L-D: 24H (A)
2160;2160;CARRETERA TER KM. S/N;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2161;2161;CALLE ONZE DE SETEMBRE, 34;D;PETROVOLTREGÀ;P;dm;L-D: 24H;"L-V: 00:00-13:00 (D), 13:00-20:00 (A), 20:00-23:59 (D); S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)"
2162;2162;CARRETERA N-II KM. 635,5;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2163;2163;AVDA. DEL MARESME, S/N;N;MEROIL;P;dm;L-D: 24H;L-D: 24H (A)
2164;2164;CARRETERA CRTA.N II, KM 635, POL.IND. VORAMAR KM. ;N;Q8;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2165;2165;CALLE LAPEDROSA, 20;D;PEDROSA CENTER;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
2166;2166;POLIGONO IND. LA PEDROSA, S/N;N;BONAREA;P;dm;L-D: 24H;Sin datos
2167;2167;CALLE REAL, 547;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
2168;2168;AVENIDA MARESME, 1;I;BP ESTACION SERVICIO MATARO;P;dm;L-D: 24H;L-D: 24H (A)
2169;2169;CAMI DE SANT CRIST, 63;D;Q8;P;OM;"L-V: 07:00-21:00; S: 07:00-14:00";"L-V: 07:00-21:00 (A); S: 07:00-14:00 (A)"
2170;2170;AVENIDA VIA SÈRGIA, 77;D;GM OIL;P;dm;L-D: 24H;L-D: 24H (A)
2171;2171;CARRETERA N-2 KM. 644;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2172;2172;CARRETERA C-1415 KM. 1,4;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2173;2173;CAMI SANT CRIST (DEL), 32;D;BALLENOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2174;2174;CALLE PABLO IGLESIAS, 1;D;AUTONETOIL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
2175;2175;CARRETERA CARRETERA N-2, Nº 647,9 KM. 647,9;I;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
2176;2176;CARRETERA CARRETERA DE BARCELONA (N-II) 50 KM. 645;I;NATURGY IBERIA, S.L.;P;dm;L-D: 24H;"L-M: 00:00-08:00 (D), 08:00-21:00 (A), 21:00-23:59 (D); X: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-16:00 (D), 16:00-21:00 (A), 21:00-23:59 (D); J-S: 00:00-08:00 (D), 08:00-21:00 (A), 21:00-23:59 (D); D: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D)"
2177;2177; ALFONSO X EL SABIO, S/N, ;D;Q8;P;OM;L-D: 24H;Sin datos
2178;2178;CALLE TEIXIDORA (DE LA), 37;D;SHELL;P;dm;L-D: 24H;L-D: 24H (A)
2179;2179;VÍA EUROPA, 220;D;REPSOL;P;dm;L-D: 24H;Sin datos
2180;2180;PG MATA ROCAFONDA C/ENERGIA 2-4, S.;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
2181;2181;"C.C.MATARÓ PARK; CTRA.CIRERA, S/N";N;ALCAMPO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
